Date,Region,Product,Customer_Segment,Sales_Units,Unit_Price,Discount,Shipping_Cost,Profit_Margin,Returns,Revenue,Month
2023-08-28,East,Smartphone,Corporate,9.0,585.7,0.1,19.65,0.11,0,4744.17,2023-08
2023-04-21,South,Laptop,Corporate,8.0,169.74,0.1,49.26,0.18,0,1222.13,2023-04
2023-09-06,North,Desktop,Home Office,7.0,116.23,0.05,35.03,0.16,0,772.93,2023-09
2023-05-31,West,Smartphone,Corporate,13.0,192.1,0.0,6.97,0.26,0,2497.3,2023-05
2023-07-02,North,Tablet,Home Office,8.0,469.45,0.0,,0.26,0,3755.6,2023-07
2023-12-02,East,Laptop,Home Office,11.0,939.87,0.0,33.05,0.19,0,10338.57,2023-12
2023-04-05,North,Monitor,Home Office,6.0,673.66,,7.53,0.22,0,3435.67,2023-04
2023-01-08,North,Laptop,Corporate,10.0,821.64,0.05,6.07,0.22,0,10147.25,2023-01
2023-12-26,West,Tablet,Consumer,6.0,519.74,0.05,25.25,0.27,0,2962.52,2023-12
2023-07-03,South,Desktop,Consumer,7.0,425.5,0.05,19.97,0.19,0,2829.58,2023-07
2023-10-08,North,Desktop,Corporate,11.0,197.56,0.15,24.72,0.16,0,1847.19,2023-10
2023-07-14,South,Desktop,Consumer,12.0,888.34,0.0,16.82,0.15,0,10660.08,2023-07
2023-12-18,East,Monitor,Consumer,13.0,804.84,0.0,12.41,0.21,0,10462.92,2023-12
2023-07-14,North,Smartphone,Home Office,10.0,251.31,0.0,36.01,0.19,0,2513.1,2023-07
2023-06-04,West,Smartphone,Home Office,10.0,561.03,0.05,28.16,0.19,0,3197.87,2023-06
2023-04-03,East,Laptop,Corporate,14.0,538.64,,14.01,0.12,0,7163.91,2023-04
2023-06-09,East,Monitor,Corporate,12.0,662.58,0.1,19.38,0.24,0,7155.86,2023-06
2023-03-02,West,Desktop,Consumer,12.0,951.57,0.15,31.63,0.14,0,9706.01,2023-03
2023-05-02,North,Desktop,Home Office,7.0,621.79,,,0.14,0,3699.65,2023-05
2023-02-20,North,Tablet,Corporate,4.0,586.2,,11.64,0.18,0,2227.56,2023-02
2023-10-04,East,Tablet,Corporate,8.0,145.29,0.1,8.3,0.15,0,1046.09,2023-10
2023-01-05,North,Desktop,Corporate,15.0,156.62,0.0,41.55,0.22,0,2349.3,2023-01
2023-04-02,South,Desktop,Corporate,10.0,,0.05,38.86,0.17,0,2551.8,2023-04
2023-06-19,West,Monitor,Corporate,7.0,129.22,0.15,38.9,0.19,0,768.86,2023-06
2023-11-13,South,Smartphone,Corporate,10.0,769.02,0.15,37.23,0.21,0,6536.67,2023-11
2023-01-22,North,Tablet,Consumer,10.0,751.0,0.15,35.12,0.14,0,6383.5,2023-01
2023-11-22,East,Smartphone,Home Office,7.0,222.45,0.0,26.46,0.13,0,1557.15,2023-11
2023-01-01,West,Monitor,Home Office,15.0,852.47,0.15,33.9,0.28,0,10868.99,2023-01
2023-05-13,North,Desktop,Corporate,9.0,239.31,0.0,6.73,0.19,0,2153.79,2023-05
2023-08-21,North,Smartphone,Home Office,10.0,371.06,0.0,32.97,0.18,0,4452.72,2023-08
2023-01-12,East,Desktop,Home Office,14.0,324.08,0.0,40.0,0.11,0,4537.12,2023-01
2023-12-12,East,Desktop,Home Office,7.0,435.08,0.05,27.52,0.2,0,2893.28,2023-12
2023-02-15,South,Laptop,Corporate,7.0,329.2,0.0,21.09,0.21,0,2304.4,2023-02
2023-02-03,West,Smartphone,Corporate,15.0,540.06,0.1,,0.21,0,7290.81,2023-02
2023-03-19,West,Smartphone,Home Office,9.0,466.67,0.15,33.93,0.24,0,3570.03,2023-03
2023-08-06,East,Desktop,Home Office,11.0,987.91,0.05,36.18,0.14,0,10323.66,2023-08
2023-10-28,South,Monitor,Corporate,13.0,,0.15,44.19,0.15,0,1661.15,2023-10
2023-03-14,West,Laptop,Consumer,9.0,227.96,0.0,20.41,0.26,0,2051.64,2023-03
2023-10-09,East,Desktop,Home Office,9.0,147.54,0.05,39.64,0.29,0,1261.47,2023-10
2023-09-06,North,Tablet,Consumer,10.0,,0.1,30.26,0.13,0,9550.94,2023-09
2023-02-16,West,Tablet,Home Office,12.0,149.06,0.0,44.73,0.2,0,1788.72,2023-02
2023-05-01,South,Laptop,Consumer,14.0,852.8,0.15,28.75,0.14,0,10148.32,2023-05
2023-08-02,South,Monitor,Consumer,3.0,560.74,0.1,28.29,0.11,0,1514.0,2023-08
2023-08-27,South,Desktop,Consumer,12.0,574.31,0.0,31.0,0.17,0,6891.72,2023-08
2023-02-25,North,Smartphone,Corporate,12.0,605.44,0.1,38.72,0.13,0,6538.75,2023-02
2023-12-16,West,Laptop,Consumer,11.0,253.73,0.0,48.41,0.24,0,2791.03,2023-12
2023-04-17,West,Monitor,Consumer,12.0,277.92,0.05,8.31,0.21,0,3168.29,2023-04
2023-11-15,North,Smartphone,Consumer,7.0,386.94,0.0,7.4,0.13,0,2708.58,2023-11
2023-02-17,West,Tablet,Home Office,10.0,634.15,0.05,47.19,0.1,0,7229.31,2023-02
2023-03-02,North,Tablet,Consumer,9.0,289.11,0.0,28.84,0.26,0,2601.99,2023-03
2023-12-03,North,Smartphone,Home Office,15.0,204.7,,32.67,0.14,0,3070.5,2023-12
2023-01-26,North,Laptop,Consumer,12.0,,0.15,26.71,0.22,0,9925.72,2023-01
2023-10-19,South,Tablet,Consumer,9.0,119.78,0.1,9.21,0.17,0,970.22,2023-10
2023-09-14,West,Desktop,Corporate,7.0,822.43,,39.56,0.22,0,5181.31,2023-09
2023-01-08,North,Smartphone,Home Office,7.0,809.23,0.1,38.63,0.16,0,5098.15,2023-01
2023-04-23,West,Smartphone,Consumer,14.0,367.49,0.0,19.03,0.12,0,5144.86,2023-04
2023-12-21,South,Tablet,Home Office,6.0,222.06,0.0,18.78,0.14,0,1332.36,2023-12
2023-09-10,North,Laptop,Home Office,11.0,231.07,0.0,42.7,0.14,0,2541.77,2023-09
2023-06-29,East,Desktop,Corporate,11.0,727.69,0.05,8.26,0.19,1,7604.36,2023-06
2023-07-26,South,Laptop,Corporate,11.0,678.53,0.05,44.65,0.23,0,7090.64,2023-07
2023-10-30,East,Monitor,Corporate,15.0,804.47,0.15,16.55,0.15,0,10256.99,2023-10
2023-05-07,West,Monitor,Corporate,8.0,,,31.68,0.1,0,7549.84,2023-05
2023-02-25,West,Tablet,Corporate,11.0,722.73,0.1,47.12,0.2,0,7155.03,2023-02
2023-08-02,South,Tablet,Corporate,10.0,240.27,0.1,35.52,0.22,0,2162.43,2023-08
2023-01-14,West,Tablet,Corporate,8.0,319.1,0.15,23.65,0.29,0,2169.88,2023-01
2023-01-28,East,Monitor,Corporate,10.0,857.97,0.1,36.03,0.22,0,3860.86,2023-01
2023-03-19,North,Laptop,Consumer,14.0,288.38,0.15,20.48,0.19,0,3431.72,2023-03
2023-08-04,North,Laptop,Home Office,9.0,165.27,0.0,17.48,0.21,0,1487.43,2023-08
2023-12-31,North,Tablet,Corporate,12.0,732.95,0.1,49.85,0.29,0,7915.86,2023-12
2023-06-03,South,Desktop,Corporate,11.0,462.27,0.0,,0.27,0,5084.97,2023-06
2023-01-14,West,Laptop,Home Office,7.0,928.04,0.05,34.01,0.16,0,6171.47,2023-01
2023-07-06,East,Monitor,Consumer,8.0,685.23,,20.99,0.15,0,4933.66,2023-07
2023-11-08,West,Smartphone,Home Office,10.0,181.38,0.05,7.21,0.15,0,1723.11,2023-11
2023-01-07,West,Smartphone,Home Office,6.0,953.07,0.1,6.4,0.2,0,5146.58,2023-01
2023-01-03,West,Smartphone,Corporate,10.0,332.7,0.0,29.94,0.25,0,3327.0,2023-01
2023-04-21,North,Desktop,Home Office,10.0,,0.15,39.29,0.2,0,3772.63,2023-04
2023-08-26,East,Tablet,Home Office,9.0,462.03,0.0,29.18,0.11,0,4158.27,2023-08
2023-12-29,East,Monitor,Corporate,15.0,146.1,0.0,42.84,0.24,0,2191.5,2023-12
2023-08-27,West,Desktop,Corporate,11.0,,0.0,6.5,0.26,0,6015.46,2023-08
2023-10-01,North,Monitor,Corporate,12.0,210.99,0.1,,0.16,0,2278.69,2023-10
2023-10-21,North,Monitor,Corporate,11.0,460.87,0.15,15.67,0.23,0,4309.13,2023-10
2023-08-15,East,Tablet,Home Office,10.0,415.64,0.05,25.13,0.19,0,3948.58,2023-08
2023-01-15,North,Smartphone,Home Office,10.0,795.56,0.0,8.26,0.28,0,7955.6,2023-01
2023-07-11,North,Tablet,Consumer,13.0,822.85,0.1,47.94,0.27,0,9627.35,2023-07
2023-04-29,North,Desktop,Consumer,5.0,238.07,0.05,15.05,0.21,0,1130.83,2023-04
2023-01-28,South,Desktop,Home Office,11.0,429.9,0.0,46.5,0.24,0,4728.9,2023-01
2023-07-21,West,Desktop,Consumer,8.0,436.02,0.05,24.17,0.28,0,3313.75,2023-07
2023-02-08,East,Tablet,Home Office,15.0,236.27,0.0,49.35,0.2,0,3544.05,2023-02
2023-09-30,East,Monitor,Consumer,8.0,818.61,0.05,29.93,0.16,0,6221.44,2023-09
2023-08-19,South,Monitor,Corporate,12.0,736.51,0.05,46.89,0.25,0,8396.21,2023-08
2023-03-27,West,Laptop,Consumer,10.0,271.34,,5.24,0.14,0,2306.39,2023-03
2023-05-06,East,Desktop,Corporate,7.0,430.05,0.15,38.67,0.18,0,2558.8,2023-05
2023-10-27,North,Monitor,Corporate,9.0,195.22,,45.64,0.27,0,1756.98,2023-10
2023-01-25,East,Laptop,Corporate,7.0,665.39,0.1,11.29,0.24,1,4191.96,2023-01
2023-05-25,North,Monitor,Corporate,10.0,,0.15,9.33,0.18,0,1778.45,2023-05
2023-01-13,South,Desktop,Consumer,4.0,987.34,0.05,24.11,0.14,0,3751.89,2023-01
2023-07-31,North,Smartphone,Home Office,5.0,802.61,0.15,47.02,0.17,0,3411.09,2023-07
2023-01-25,East,Desktop,Corporate,5.0,,0.15,29.41,0.16,0,1917.64,2023-01
2023-03-09,East,Tablet,Consumer,9.0,620.71,0.0,28.74,0.14,0,5586.39,2023-03
2023-03-08,East,Monitor,Corporate,8.0,920.21,0.15,11.35,0.25,0,6257.43,2023-03
2023-08-21,South,Monitor,Consumer,11.0,598.69,0.15,5.04,0.15,0,5597.75,2023-08
2023-04-19,South,Tablet,Consumer,8.0,257.05,0.05,41.46,0.19,0,1953.58,2023-04
2023-05-26,West,Tablet,Consumer,5.0,440.83,0.15,8.94,0.18,0,1873.53,2023-05
2023-04-21,East,Smartphone,Home Office,14.0,858.83,0.05,33.52,0.3,0,11422.44,2023-04
2023-08-16,North,Monitor,Consumer,12.0,679.79,0.15,46.16,0.18,0,6933.86,2023-08
2023-04-21,South,Monitor,Consumer,11.0,685.65,0.15,14.39,0.12,0,6410.83,2023-04
2023-02-03,East,Smartphone,Home Office,10.0,880.14,0.1,34.94,0.12,0,7921.26,2023-02
2023-04-21,East,Laptop,Home Office,8.0,904.58,0.15,8.54,0.22,0,6151.14,2023-04
2023-09-21,South,Smartphone,Consumer,16.0,927.81,0.05,32.17,0.22,0,14102.71,2023-09
2023-08-24,West,Desktop,Home Office,11.0,185.36,0.05,12.38,0.18,0,1937.01,2023-08
2023-03-24,South,Monitor,Corporate,7.0,589.71,0.0,38.12,0.19,0,4127.97,2023-03
2023-02-11,South,Tablet,Corporate,14.0,,0.0,18.56,0.11,0,10730.44,2023-02
2023-04-11,North,Desktop,Home Office,10.0,781.23,0.1,,0.2,0,7031.07,2023-04
2023-01-06,North,Monitor,Home Office,9.0,646.04,0.05,31.97,0.2,0,5523.64,2023-01
2023-06-29,West,Smartphone,Consumer,16.0,250.11,0.05,12.71,0.13,0,3801.67,2023-06
2023-10-09,East,Desktop,Home Office,6.0,817.68,0.05,38.37,0.12,0,4660.78,2023-10
2023-11-16,South,Monitor,Consumer,13.0,748.1,0.1,18.62,0.12,0,8752.77,2023-11
2023-08-14,West,Laptop,Corporate,14.0,177.52,0.05,34.81,0.12,0,2361.02,2023-08
2023-11-11,North,Laptop,Home Office,15.0,517.43,0.0,12.12,0.22,0,7761.45,2023-11
2023-12-31,South,Tablet,Consumer,6.0,256.58,0.1,35.97,0.14,0,1385.53,2023-12
2023-08-17,East,Monitor,Consumer,8.0,403.73,0.0,10.77,0.15,0,3229.84,2023-08
2023-10-16,North,Laptop,Corporate,13.0,116.27,0.0,,0.13,0,1511.51,2023-10
2023-05-30,North,Smartphone,Home Office,7.0,460.3,0.1,16.12,0.29,0,2899.89,2023-05
2023-10-04,North,Monitor,Corporate,10.0,594.89,0.15,38.68,0.27,0,5056.56,2023-10
2023-07-17,West,Smartphone,Consumer,6.0,657.62,0.15,16.79,0.15,0,3353.86,2023-07
2023-03-11,East,Smartphone,Consumer,13.0,697.14,0.0,44.68,0.17,1,9062.82,2023-03
2023-04-22,South,Laptop,Home Office,11.0,852.66,0.15,45.13,0.14,0,7972.37,2023-04
2023-01-04,West,Monitor,Consumer,5.0,293.92,0.05,13.84,0.2,0,1396.12,2023-01
2023-12-16,West,Desktop,Home Office,15.0,208.43,0.1,32.62,0.1,0,2813.8,2023-12
2023-11-27,West,Laptop,Corporate,14.0,866.38,0.0,8.95,0.23,0,12129.32,2023-11
2023-11-14,North,Laptop,Home Office,16.0,240.95,0.05,22.62,0.2,1,3662.44,2023-11
2023-12-16,East,Monitor,Home Office,16.0,977.28,0.15,37.1,0.28,0,13291.01,2023-12
2023-04-05,West,Monitor,Consumer,9.0,858.28,0.05,34.67,0.13,0,7338.29,2023-04
2023-06-01,South,Smartphone,Consumer,8.0,550.79,0.15,33.11,0.26,0,3745.37,2023-06
2023-11-07,East,Monitor,Home Office,12.0,983.28,0.0,17.71,0.26,0,11799.36,2023-11
2023-05-17,South,Smartphone,Consumer,10.0,187.64,0.05,22.01,0.13,0,2852.13,2023-05
2023-09-04,East,Laptop,Consumer,4.0,372.76,0.1,9.63,0.18,1,1341.94,2023-09
2023-08-31,South,Tablet,Consumer,8.0,674.4,,,0.13,0,5395.2,2023-08
2023-01-31,North,Desktop,Home Office,9.0,415.01,0.05,27.67,0.15,0,3548.34,2023-01
2023-02-09,West,Laptop,Consumer,9.0,935.54,0.05,36.89,0.15,0,7998.87,2023-02
2023-08-17,South,Monitor,Home Office,7.0,159.06,0.15,,0.21,0,946.41,2023-08
2023-02-05,East,Desktop,Consumer,13.0,594.47,0.0,19.6,0.18,0,7728.11,2023-02
2023-08-11,West,Tablet,Corporate,11.0,631.78,0.0,20.04,0.29,0,6949.58,2023-08
2023-01-06,West,Tablet,Consumer,12.0,687.46,0.0,6.16,0.13,0,8249.52,2023-01
2023-11-18,East,Smartphone,Consumer,4.0,330.1,0.0,20.35,0.29,0,1320.4,2023-11
2023-08-08,South,Desktop,Home Office,10.0,428.11,0.15,41.15,0.15,1,3638.94,2023-08
2023-03-16,North,Smartphone,Home Office,8.0,859.31,0.1,45.38,0.25,0,6187.03,2023-03
2023-01-04,North,Laptop,Consumer,14.0,275.45,0.0,28.32,0.17,0,3856.3,2023-01
2023-12-01,South,Desktop,Corporate,11.0,844.18,0.15,25.5,0.13,0,7893.08,2023-12
2023-05-14,West,Laptop,Consumer,9.0,606.39,0.1,6.39,0.27,0,4911.76,2023-05
2023-04-28,West,Smartphone,Consumer,9.0,785.97,0.1,44.56,0.16,0,6366.36,2023-04
2023-04-04,West,Desktop,Corporate,12.0,742.25,0.15,,0.23,0,7570.95,2023-04
2023-03-03,West,Smartphone,Home Office,9.0,286.76,,47.51,0.21,0,2580.84,2023-03
2023-07-13,South,Desktop,Consumer,15.0,611.93,0.1,,0.19,0,8261.05,2023-07
2023-12-01,West,Smartphone,Home Office,11.0,880.95,,20.39,0.2,0,9690.45,2023-12
2023-07-22,East,Tablet,Home Office,14.0,488.9,0.0,46.59,0.25,0,6844.6,2023-07
2023-01-26,West,Smartphone,Corporate,10.0,969.93,,6.1,0.12,0,9214.33,2023-01
2023-06-22,North,Tablet,Corporate,10.0,,0.0,31.16,0.23,0,2534.95,2023-06
2023-10-27,West,Smartphone,Home Office,10.0,228.51,0.05,29.7,0.28,0,2170.84,2023-10
2023-05-13,South,Desktop,Consumer,10.0,450.49,0.1,14.87,0.11,0,4054.41,2023-05
2023-11-22,North,Desktop,Home Office,14.0,,0.15,24.3,0.13,0,11382.71,2023-11
2023-04-28,South,Desktop,Consumer,13.0,387.75,0.05,34.35,0.24,0,4788.71,2023-04
2023-11-20,South,Monitor,Consumer,10.0,881.29,0.15,37.72,0.19,0,7490.96,2023-11
2023-10-02,North,Laptop,Corporate,10.0,893.13,0.1,5.03,0.18,0,8038.17,2023-10
2023-07-31,South,Desktop,Consumer,8.0,415.17,0.0,47.16,0.13,0,3321.36,2023-07
2023-08-13,South,Tablet,Consumer,6.0,,0.1,12.4,0.2,0,944.62,2023-08
2023-01-20,West,Desktop,Home Office,13.0,752.1,0.15,15.51,0.13,0,8310.7,2023-01
2023-04-23,East,Monitor,Corporate,7.0,380.36,0.1,16.86,0.2,0,2396.27,2023-04
2023-05-20,South,Tablet,Consumer,10.0,,0.0,6.7,0.25,0,8046.3,2023-05
2023-02-16,South,Monitor,Consumer,15.0,498.39,0.1,10.54,0.15,0,6728.26,2023-02
2023-01-01,South,Tablet,Corporate,3.0,536.74,0.0,49.39,0.2,0,1610.22,2023-01
2023-03-31,West,Smartphone,Home Office,12.0,800.12,0.05,19.18,0.3,0,9121.37,2023-03
2023-05-22,East,Laptop,Corporate,7.0,444.13,0.15,10.19,0.24,0,2642.57,2023-05
2023-11-16,North,Laptop,Corporate,6.0,498.81,0.0,9.81,0.27,0,2992.86,2023-11
2023-02-07,West,Monitor,Consumer,11.0,438.57,0.0,37.38,0.18,0,4824.27,2023-02
2023-10-20,West,Laptop,Consumer,15.0,430.61,0.1,43.46,0.25,0,5813.24,2023-10
2023-05-19,East,Monitor,Home Office,10.0,573.35,0.05,16.56,0.11,1,5446.82,2023-05
2023-12-22,East,Monitor,Consumer,9.0,827.92,0.0,5.94,0.12,0,7451.28,2023-12
2023-11-29,West,Monitor,Consumer,15.0,425.59,0.05,15.04,0.14,0,6064.66,2023-11
